barrio_E,hora_E,barrio_J,hora_J,barrio_A,hora_A
BARRACAS,16:00:00,VILLA PUEYRREDON,17:00:00,CABALLITO,13:30:00
CABALLITO,16:00:00,CABALLITO,17:00:00,CABALLITO,13:30:00
CABALLITO,16:00:00,CABALLITO,17:00:00,CABALLITO,13:30:00
CABALLITO,16:00:00,CABALLITO,17:00:00,CABALLITO,13:30:00
VILLA URQUIZA,16:00:00,CABALLITO,17:00:00,VILLA URQUIZA,13:30:00
CABALLITO,16:00:00,CABALLITO,17:00:00,CABALLITO,14:00:00
VILLA PUEYRREDON,16:00:00,CABALLITO,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:00:00,CABALLITO,17:00:00,VILLA PUEYRREDON,14:00:00
BARRACAS,16:00:00,CABALLITO,17:00:00,BARRACAS,14:00:00
CABALLITO,16:00:00,VILLA PUEYRREDON,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,14:00:00
BARRACAS,16:00:00,BARRACAS,17:00:00,VILLA PUEYRREDON,14:00:00
VILLA URQUIZA,16:00:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,14:00:00
CABALLITO,16:00:00,BARRACAS,17:00:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:00:00,VILLA PUEYRREDON,14:00:00
CABALLITO,16:30:00,BARRACAS,17:00:00,VILLA PUEYRREDON,14:00:00
CABALLITO,16:30:00,VILLA PUEYRREDON,17:00:00,VILLA URQUIZA,14:00:00
CABALLITO,16:30:00,CABALLITO,17:00:00,CABALLITO,14:00:00
BARRACAS,16:30:00,CABALLITO,17:00:00,CABALLITO,14:00:00
CABALLITO,16:30:00,VILLA URQUIZA,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:00:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:00:00,CABALLITO,14:00:00
CABALLITO,16:30:00,VILLA URQUIZA,17:00:00,VILLA PUEYRREDON,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,BARRACAS,17:00:00,VILLA PUEYRREDON,14:00:00
VILLA URQUIZA,16:30:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,14:00:00
CABALLITO,16:30:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,14:00:00
CABALLITO,16:30:00,VILLA PUEYRREDON,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:00:00,CABALLITO,14:00:00
CABALLITO,16:30:00,VILLA URQUIZA,17:00:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:00:00,CABALLITO,14:00:00
CABALLITO,16:30:00,VILLA PUEYRREDON,17:00:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:00:00,BARRACAS,14:00:00
CABALLITO,16:30:00,BARRACAS,17:30:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:30:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:30:00,VILLA PUEYRREDON,14:00:00
VILLA URQUIZA,16:30:00,BARRACAS,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:30:00,VILLA PUEYRREDON,14:00:00
CABALLITO,16:30:00,CABALLITO,17:30:00,VILLA PUEYRREDON,14:00:00
VILLA URQUIZA,16:30:00,BARRACAS,17:30:00,VILLA PUEYRREDON,14:00:00
CABALLITO,16:30:00,CABALLITO,17:30:00,BARRACAS,14:00:00
VILLA PUEYRREDON,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:00:00
CABALLITO,16:30:00,VILLA URQUIZA,17:30:00,CABALLITO,14:00:00
BARRACAS,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,VILLA URQUIZA,17:30:00,CABALLITO,14:00:00
VILLA URQUIZA,16:30:00,BARRACAS,17:30:00,CABALLITO,14:00:00
CABALLITO,16:30:00,VILLA PUEYRREDON,17:30:00,CABALLITO,14:00:00
CABALLITO,16:30:00,BARRACAS,17:30:00,CABALLITO,14:00:00
CABALLITO,16:30:00,CABALLITO,17:30:00,CABALLITO,14:00:00
BARRACAS,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,CABALLITO,17:30:00,CABALLITO,14:00:00
CABALLITO,16:30:00,CABALLITO,17:30:00,VILLA URQUIZA,14:00:00
VILLA URQUIZA,16:30:00,BARRACAS,17:30:00,BARRACAS,14:00:00
VILLA URQUIZA,16:30:00,VILLA URQUIZA,17:30:00,CABALLITO,14:00:00
CABALLITO,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:00:00
CABALLITO,16:30:00,VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,14:00:00
CABALLITO,16:30:00,VILLA PUEYRREDON,17:30:00,VILLA PUEYRREDON,14:00:00
BARRACAS,16:30:00,BARRACAS,17:30:00,VILLA PUEYRREDON,14:00:00
VILLA PUEYRREDON,16:30:00,BARRACAS,17:30:00,VILLA PUEYRREDON,14:00:00
CABALLITO,16:30:00,BARRACAS,17:30:00,VILLA URQUIZA,14:30:00
VILLA URQUIZA,16:30:00,CABALLITO,17:30:00,CABALLITO,14:30:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,17:30:00,CABALLITO,14:30:00
CABALLITO,16:30:00,VILLA URQUIZA,17:30:00,CABALLITO,14:30:00
CABALLITO,16:30:00,BARRACAS,17:30:00,VILLA URQUIZA,14:30:00
CABALLITO,16:30:00,BARRACAS,17:30:00,CABALLITO,14:30:00
CABALLITO,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:30:00
CABALLITO,16:30:00,VILLA URQUIZA,17:30:00,VILLA URQUIZA,14:30:00
VILLA URQUIZA,16:30:00,VILLA URQUIZA,17:30:00,CABALLITO,14:30:00
VILLA URQUIZA,16:30:00,VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,14:30:00
CABALLITO,16:30:00,BARRACAS,17:30:00,CABALLITO,14:30:00
VILLA URQUIZA,16:30:00,BARRACAS,17:30:00,BARRACAS,14:30:00
CABALLITO,16:30:00,VILLA URQUIZA,17:30:00,BARRACAS,14:30:00
CABALLITO,16:30:00,VILLA PUEYRREDON,17:30:00,CABALLITO,14:30:00
VILLA PUEYRREDON,16:30:00,CABALLITO,17:30:00,CABALLITO,14:30:00
VILLA URQUIZA,16:30:00,CABALLITO,17:30:00,VILLA URQUIZA,14:30:00
VILLA URQUIZA,16:30:00,CABALLITO,17:30:00,CABALLITO,14:30:00
CABALLITO,16:30:00,CABALLITO,17:30:00,VILLA URQUIZA,14:30:00
VILLA PUEYRREDON,16:30:00,VILLA URQUIZA,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,16:30:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,16:30:00,CABALLITO,18:00:00,CABALLITO,14:30:00
CABALLITO,16:30:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
BARRACAS,17:00:00,VILLA PUEYRREDON,18:00:00,BARRACAS,14:30:00
BARRACAS,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
BARRACAS,17:00:00,VILLA URQUIZA,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,CABALLITO,18:00:00,BARRACAS,14:30:00
VILLA URQUIZA,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,CABALLITO,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
BARRACAS,17:00:00,CABALLITO,18:00:00,VILLA URQUIZA,14:30:00
BARRACAS,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
BARRACAS,17:00:00,CABALLITO,18:00:00,CABALLITO,14:30:00
CABALLITO,17:00:00,VILLA URQUIZA,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,VILLA URQUIZA,18:00:00,VILLA URQUIZA,14:30:00
VILLA URQUIZA,17:00:00,VILLA PUEYRREDON,18:00:00,BARRACAS,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
BARRACAS,17:00:00,BARRACAS,18:00:00,VILLA URQUIZA,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,VILLA URQUIZA,14:30:00
CABALLITO,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
BARRACAS,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
CABALLITO,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
VILLA PUEYRREDON,17:00:00,BARRACAS,18:00:00,VILLA URQUIZA,14:30:00
CABALLITO,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,14:30:00
VILLA PUEYRREDON,17:00:00,CABALLITO,18:00:00,CABALLITO,14:30:00
BARRACAS,17:00:00,VILLA URQUIZA,18:00:00,VILLA PUEYRREDON,14:30:00
VILLA URQUIZA,17:00:00,VILLA PUEYRREDON,18:00:00,VILLA URQUIZA,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,VILLA PUEYRREDON,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,VILLA PUEYRREDON,14:30:00
VILLA PUEYRREDON,17:00:00,CABALLITO,18:00:00,VILLA PUEYRREDON,14:30:00
VILLA URQUIZA,17:00:00,BARRACAS,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,VILLA URQUIZA,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,CABALLITO,18:00:00,VILLA URQUIZA,14:30:00
VILLA PUEYRREDON,17:00:00,CABALLITO,18:00:00,VILLA URQUIZA,14:30:00
VILLA PUEYRREDON,17:00:00,CABALLITO,18:00:00,VILLA URQUIZA,14:30:00
VILLA PUEYRREDON,17:00:00,VILLA PUEYRREDON,18:00:00,VILLA URQUIZA,14:30:00
CABALLITO,17:00:00,CABALLITO,18:00:00,VILLA URQUIZA,14:30:00
VILLA PUEYRREDON,17:00:00,CABALLITO,18:00:00,CABALLITO,14:30:00
VILLA PUEYRREDON,17:00:00,CABALLITO,18:00:00,CABALLITO,14:30:00
VILLA URQUIZA,17:00:00,VILLA PUEYRREDON,18:00:00,VILLA PUEYRREDON,15:00:00
VILLA URQUIZA,17:00:00,VILLA URQUIZA,18:00:00,VILLA URQUIZA,15:00:00
CABALLITO,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,15:00:00
VILLA URQUIZA,17:00:00,CABALLITO,18:00:00,CABALLITO,15:00:00
CABALLITO,17:00:00,BARRACAS,18:00:00,CABALLITO,15:00:00
VILLA PUEYRREDON,17:00:00,BARRACAS,18:00:00,CABALLITO,15:00:00
CABALLITO,17:00:00,BARRACAS,18:00:00,CABALLITO,15:00:00
CABALLITO,17:00:00,BARRACAS,18:00:00,CABALLITO,15:00:00
VILLA URQUIZA,17:00:00,VILLA URQUIZA,18:00:00,VILLA URQUIZA,15:00:00
CABALLITO,17:00:00,CABALLITO,18:00:00,CABALLITO,15:00:00
CABALLITO,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,15:00:00
CABALLITO,17:00:00,CABALLITO,18:00:00,BARRACAS,15:00:00
CABALLITO,17:00:00,VILLA URQUIZA,18:00:00,BARRACAS,15:00:00
CABALLITO,17:00:00,VILLA PUEYRREDON,18:00:00,VILLA URQUIZA,15:00:00
BARRACAS,17:00:00,VILLA URQUIZA,18:00:00,VILLA URQUIZA,15:00:00
CABALLITO,17:00:00,CABALLITO,18:00:00,CABALLITO,15:00:00
VILLA URQUIZA,17:00:00,CABALLITO,18:00:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:00:00,VILLA URQUIZA,18:00:00,VILLA URQUIZA,15:00:00
CABALLITO,17:00:00,BARRACAS,18:00:00,CABALLITO,15:00:00
CABALLITO,17:00:00,VILLA PUEYRREDON,18:00:00,CABALLITO,15:00:00
VILLA PUEYRREDON,17:00:00,BARRACAS,18:30:00,BARRACAS,15:00:00
BARRACAS,17:30:00,BARRACAS,18:30:00,CABALLITO,15:00:00
CABALLITO,17:30:00,CABALLITO,18:30:00,BARRACAS,15:00:00
VILLA PUEYRREDON,17:30:00,CABALLITO,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,18:30:00,BARRACAS,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,CABALLITO,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,18:30:00,CABALLITO,15:00:00
CABALLITO,17:30:00,BARRACAS,18:30:00,CABALLITO,15:00:00
CABALLITO,17:30:00,VILLA PUEYRREDON,18:30:00,VILLA URQUIZA,15:00:00
BARRACAS,17:30:00,VILLA PUEYRREDON,18:30:00,BARRACAS,15:00:00
CABALLITO,17:30:00,CABALLITO,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,BARRACAS,18:30:00,VILLA PUEYRREDON,15:00:00
VILLA URQUIZA,17:30:00,CABALLITO,18:30:00,BARRACAS,15:00:00
BARRACAS,17:30:00,CABALLITO,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,BARRACAS,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,BARRACAS,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:00:00
VILLA PUEYRREDON,17:30:00,VILLA URQUIZA,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,BARRACAS,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA PUEYRREDON,18:30:00,CABALLITO,15:00:00
BARRACAS,17:30:00,CABALLITO,18:30:00,CABALLITO,15:00:00
BARRACAS,17:30:00,VILLA URQUIZA,18:30:00,BARRACAS,15:00:00
VILLA URQUIZA,17:30:00,CABALLITO,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,CABALLITO,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,CABALLITO,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,BARRACAS,15:00:00
CABALLITO,17:30:00,CABALLITO,18:30:00,CABALLITO,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,VILLA PUEYRREDON,15:00:00
VILLA PUEYRREDON,17:30:00,BARRACAS,18:30:00,VILLA URQUIZA,15:00:00
BARRACAS,17:30:00,CABALLITO,18:30:00,VILLA URQUIZA,15:00:00
BARRACAS,17:30:00,VILLA URQUIZA,18:30:00,VILLA URQUIZA,15:00:00
BARRACAS,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:00:00
BARRACAS,17:30:00,VILLA PUEYRREDON,18:30:00,VILLA PUEYRREDON,15:00:00
BARRACAS,17:30:00,VILLA URQUIZA,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:00:00
BARRACAS,17:30:00,VILLA PUEYRREDON,18:30:00,VILLA URQUIZA,15:00:00
VILLA URQUIZA,17:30:00,CABALLITO,18:30:00,CABALLITO,15:00:00
CABALLITO,17:30:00,BARRACAS,18:30:00,VILLA URQUIZA,15:30:00
VILLA URQUIZA,17:30:00,BARRACAS,18:30:00,CABALLITO,15:30:00
VILLA URQUIZA,17:30:00,BARRACAS,18:30:00,CABALLITO,15:30:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:30:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:30:00
VILLA URQUIZA,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:30:00
CABALLITO,17:30:00,VILLA URQUIZA,18:30:00,CABALLITO,15:30:00
BARRACAS,17:30:00,BARRACAS,18:30:00,CABALLITO,15:30:00
CABALLITO,17:30:00,BARRACAS,18:30:00,CABALLITO,15:30:00
CABALLITO,17:30:00,CABALLITO,19:00:00,CABALLITO,15:30:00
CABALLITO,17:30:00,BARRACAS,19:00:00,CABALLITO,15:30:00
CABALLITO,17:30:00,BARRACAS,19:00:00,CABALLITO,15:30:00
CABALLITO,17:30:00,CABALLITO,19:00:00,VILLA URQUIZA,15:30:00
CABALLITO,17:30:00,BARRACAS,19:00:00,VILLA PUEYRREDON,15:30:00
VILLA PUEYRREDON,18:00:00,VILLA URQUIZA,19:00:00,CABALLITO,15:30:00
VILLA PUEYRREDON,18:00:00,BARRACAS,19:00:00,VILLA URQUIZA,15:30:00
VILLA PUEYRREDON,18:00:00,BARRACAS,19:00:00,CABALLITO,15:30:00
BARRACAS,18:00:00,VILLA URQUIZA,19:00:00,CABALLITO,15:30:00
BARRACAS,18:00:00,BARRACAS,19:00:00,CABALLITO,15:30:00
BARRACAS,18:00:00,BARRACAS,19:00:00,CABALLITO,15:30:00
BARRACAS,18:00:00,VILLA PUEYRREDON,19:00:00,VILLA URQUIZA,15:30:00
VILLA PUEYRREDON,18:00:00,VILLA URQUIZA,19:00:00,CABALLITO,15:30:00
VILLA PUEYRREDON,18:00:00,VILLA URQUIZA,19:00:00,CABALLITO,15:30:00
VILLA URQUIZA,18:00:00,VILLA PUEYRREDON,19:00:00,VILLA URQUIZA,15:30:00
VILLA URQUIZA,18:00:00,VILLA URQUIZA,19:00:00,VILLA URQUIZA,15:30:00
CABALLITO,18:00:00,CABALLITO,19:00:00,CABALLITO,15:30:00
BARRACAS,18:00:00,VILLA URQUIZA,19:00:00,VILLA URQUIZA,15:30:00
VILLA PUEYRREDON,18:00:00,CABALLITO,19:00:00,VILLA URQUIZA,15:30:00
VILLA URQUIZA,18:00:00,VILLA URQUIZA,19:00:00,VILLA URQUIZA,15:30:00
VILLA URQUIZA,18:00:00,BARRACAS,19:00:00,BARRACAS,15:30:00
BARRACAS,18:00:00,VILLA URQUIZA,19:00:00,VILLA URQUIZA,15:30:00
CABALLITO,18:00:00,VILLA PUEYRREDON,19:00:00,VILLA PUEYRREDON,15:30:00
VILLA URQUIZA,18:00:00,VILLA PUEYRREDON,19:00:00,BARRACAS,15:30:00
VILLA URQUIZA,18:00:00,CABALLITO,19:00:00,VILLA URQUIZA,15:30:00
VILLA PUEYRREDON,18:00:00,CABALLITO,19:00:00,VILLA URQUIZA,15:30:00
VILLA PUEYRREDON,18:00:00,VILLA PUEYRREDON,19:00:00,CABALLITO,15:30:00
VILLA PUEYRREDON,18:00:00,VILLA URQUIZA,19:00:00,CABALLITO,15:30:00
BARRACAS,18:00:00,BARRACAS,19:00:00,VILLA URQUIZA,15:30:00
VILLA URQUIZA,18:00:00,VILLA URQUIZA,19:00:00,BARRACAS,15:30:00
